alert_id,user,date,risk_level,ensemble_score,ae_score,if_score,both_flagged,reason_count,reason_summary,high_reasons,device_count,email_external,http_suspicious,sensitive_files
ALERT-HDS0367-20100107,hds0367,2010-01-07,LOW,0.3814,0.0821,0.6807,True,2,"Visited 11 suspicious URLs (job boards, cloud storage, competitor sites); Login at hour 8:00 deviates 4.3 hours from personal baseline (3.7h avg)",0,10,4,11,0
ALERT-HTH0007-20110331,hth0007,2011-03-31,LOW,0.3813,0.0991,0.6636,True,1,"Visited 31 suspicious URLs (job boards, cloud storage, competitor sites)",0,0,4,31,0
ALERT-BAL0044-20110411,bal0044,2011-04-11,LOW,0.3813,0.0425,0.7202,True,2,Logged into 4 different machines in one day — possible lateral movement; Login at hour 7:00 deviates 3.4 hours from personal baseline (3.6h avg),1,8,3,2,0
ALERT-LBH0942-20110302,lbh0942,2011-03-02,LOW,0.3811,0.0769,0.6853,True,2,"Accessed 1 sensitive file(s) in HR, finance, or executive directories; Visited 9 suspicious URLs (job boards, cloud storage, competitor sites)",1,18,1,9,1
ALERT-MPM0220-20100714,mpm0220,2010-07-14,LOW,0.3811,0.0422,0.72,True,1,Login at hour 7:00 deviates 3.6 hours from personal baseline (3.4h avg),0,20,10,0,0
ALERT-QNP0216-20110125,qnp0216,2011-01-25,LOW,0.3809,0.0434,0.7184,True,2,"Logged into 6 different machines in one day — possible lateral movement; Visited 8 suspicious URLs (job boards, cloud storage, competitor sites)",1,0,6,8,0
ALERT-DJB0159-20100304,djb0159,2010-03-04,LOW,0.3809,0.2613,0.5004,True,2,"Visited 3 suspicious URLs (job boards, cloud storage, competitor sites); 90% of session activity occurred outside business hours (baseline: 15%)",0,0,15,3,0
ALERT-DLM0051-20110310,dlm0051,2011-03-10,LOW,0.3807,0.0649,0.6965,True,1,"Visited 29 suspicious URLs (job boards, cloud storage, competitor sites)",0,15,9,29,0
ALERT-QNP0216-20110103,qnp0216,2011-01-03,LOW,0.3805,0.1296,0.6315,True,3,Logged into 6 different machines in one day — possible lateral movement; 75% of session activity occurred outside business hours (baseline: 12%); Activity entropy (-0.00) lower than baseline (0.74) — unusually concentrated behavior,1,0,0,0,0
ALERT-AVM0947-20110131,avm0947,2011-01-31,LOW,0.3804,0.053,0.7077,True,0,,0,18,1,0,0
ALERT-RSC0089-20101108,rsc0089,2010-11-08,LOW,0.3803,0.1178,0.6428,True,1,"Visited 5 suspicious URLs (job boards, cloud storage, competitor sites)",0,14,3,5,0
ALERT-HCS0003-20110207,hcs0003,2011-02-07,LOW,0.3802,0.0498,0.7105,True,1,"Visited 26 suspicious URLs (job boards, cloud storage, competitor sites)",0,5,19,26,0
ALERT-JCC0225-20110325,jcc0225,2011-03-25,LOW,0.3802,0.0555,0.7049,True,2,"Logged into 6 different machines in one day — possible lateral movement; Visited 5 suspicious URLs (job boards, cloud storage, competitor sites)",1,0,1,5,0
ALERT-XWD0923-20100428,xwd0923,2010-04-28,LOW,0.38,0.1369,0.623,True,1,"Visited 6 suspicious URLs (job boards, cloud storage, competitor sites)",0,2,5,6,0
ALERT-GTD0219-20100210,gtd0219,2010-02-10,LOW,0.38,0.0551,0.7049,True,1,Logged into 4 different machines in one day — possible lateral movement,1,10,9,0,0
ALERT-BRM0995-20110215,brm0995,2011-02-15,LOW,0.3799,0.0859,0.674,True,1,66% of session activity occurred outside business hours (baseline: 27%),0,18,6,0,0
ALERT-ILH0958-20110415,ilh0958,2011-04-15,LOW,0.3799,0.1519,0.6079,True,2,USB/device activity (2 events) is 3.8x above this user's normal (0.5 avg); 67% of session activity occurred outside business hours (baseline: 15%),1,2,0,0,0
ALERT-DLM0051-20100521,dlm0051,2010-05-21,LOW,0.3798,0.055,0.7047,True,1,"Visited 16 suspicious URLs (job boards, cloud storage, competitor sites)",0,16,13,16,0
ALERT-HDS0367-20110324,hds0367,2011-03-24,LOW,0.3798,0.0786,0.681,True,2,Logged into 5 different machines in one day — possible lateral movement; Login at hour 8:00 deviates 4.5 hours from personal baseline (3.5h avg),1,12,10,0,0
ALERT-HCS0003-20110120,hcs0003,2011-01-20,LOW,0.3797,0.0503,0.7092,True,1,"Visited 22 suspicious URLs (job boards, cloud storage, competitor sites)",0,4,19,22,0
ALERT-BRM0995-20100204,brm0995,2010-02-04,LOW,0.3797,0.0995,0.6599,True,1,48% of session activity occurred outside business hours (baseline: 27%),0,18,4,0,0
ALERT-GKO0078-20110323,gko0078,2011-03-23,LOW,0.3796,0.1724,0.5867,True,1,"Visited 8 suspicious URLs (job boards, cloud storage, competitor sites)",0,2,10,8,0
ALERT-DLM0051-20101114,dlm0051,2010-11-14,LOW,0.3796,0.0446,0.7146,True,1,"Visited 28 suspicious URLs (job boards, cloud storage, competitor sites)",0,16,5,28,0
ALERT-HRL0540-20100115,hrl0540,2010-01-15,LOW,0.3793,0.2096,0.5489,True,0,,0,16,6,0,0
ALERT-CCA0046-20100526,cca0046,2010-05-26,LOW,0.3793,0.0623,0.6963,True,2,Logged into 5 different machines in one day — possible lateral movement; Login at hour 7:00 deviates 3.0 hours from personal baseline (4.0h avg),1,12,2,0,0
ALERT-JRS0362-20100520,jrs0362,2010-05-20,LOW,0.3793,0.0907,0.6679,True,3,"Logged into 6 different machines in one day — possible lateral movement; Visited 11 suspicious URLs (job boards, cloud storage, competitor sites); Login at hour 1:00 deviates 3.5 hours from personal baseline (4.5h avg)",1,0,6,11,0
ALERT-HRL0540-20100510,hrl0540,2010-05-10,LOW,0.3792,0.0588,0.6995,True,0,,0,18,6,0,0
ALERT-DLM0051-20110509,dlm0051,2011-05-09,LOW,0.3792,0.0731,0.6853,True,1,"Visited 7 suspicious URLs (job boards, cloud storage, competitor sites)",0,16,11,7,0
ALERT-MLM0950-20110314,mlm0950,2011-03-14,LOW,0.3792,0.0775,0.6809,True,1,Login at hour 1:00 deviates 5.9 hours from personal baseline (6.9h avg),0,8,1,2,0
ALERT-DLM0051-20100919,dlm0051,2010-09-19,LOW,0.379,0.0618,0.6961,True,1,"Visited 29 suspicious URLs (job boards, cloud storage, competitor sites)",0,18,5,29,0
ALERT-TVS0050-20100507,tvs0050,2010-05-07,LOW,0.379,0.09,0.668,True,2,"Visited 5 suspicious URLs (job boards, cloud storage, competitor sites); 73% of session activity occurred outside business hours (baseline: 17%)",0,0,4,5,0
ALERT-BMG0917-20110415,bmg0917,2011-04-15,LOW,0.3789,0.0443,0.7135,True,1,"Accessed 1 sensitive file(s) in HR, finance, or executive directories",1,18,1,0,1
ALERT-VCC0396-20110208,vcc0396,2011-02-08,LOW,0.3789,0.0474,0.7105,True,1,Login at hour 1:00 deviates 6.2 hours from personal baseline (7.2h avg),0,6,1,0,0
ALERT-CCA0046-20100913,cca0046,2010-09-13,LOW,0.3788,0.0431,0.7146,True,2,"Logged into 3 different machines in one day — possible lateral movement; Visited 10 suspicious URLs (job boards, cloud storage, competitor sites)",1,4,6,10,0
ALERT-DLM0051-20100627,dlm0051,2010-06-27,LOW,0.3787,0.0569,0.7005,True,1,"Visited 6 suspicious URLs (job boards, cloud storage, competitor sites)",0,18,14,6,0
ALERT-DLM0051-20110220,dlm0051,2011-02-20,LOW,0.3787,0.048,0.7094,True,0,,0,16,16,0,0
ALERT-CHM0821-20100324,chm0821,2010-03-24,LOW,0.3787,0.0513,0.7062,True,2,"Accessed 1 sensitive file(s) in HR, finance, or executive directories; 64% of session activity occurred outside business hours (baseline: 18%)",1,2,0,0,1
ALERT-GNS0178-20100209,gns0178,2010-02-09,LOW,0.3786,0.0759,0.6813,True,2,USB/device activity (2 events) is 3.7x above this user's normal (0.5 avg); Login at hour 1:00 deviates 5.4 hours from personal baseline (6.4h avg),1,2,2,0,0
ALERT-BRM0995-20100908,brm0995,2010-09-08,LOW,0.3786,0.1036,0.6537,True,0,,0,18,3,0,0
ALERT-MPM0220-20101001,mpm0220,2010-10-01,LOW,0.3785,0.0442,0.7128,True,0,,0,18,6,0,0
ALERT-DLM0051-20100208,dlm0051,2010-02-08,LOW,0.3784,0.0426,0.7142,True,1,"Visited 29 suspicious URLs (job boards, cloud storage, competitor sites)",0,18,12,29,0
ALERT-DLM0051-20100928,dlm0051,2010-09-28,LOW,0.3784,0.0643,0.6925,True,0,,0,18,16,1,0
ALERT-WXH0872-20100111,wxh0872,2010-01-11,LOW,0.3784,0.1627,0.5941,True,0,,0,2,13,0,0
ALERT-MPM0220-20100726,mpm0220,2010-07-26,LOW,0.3784,0.0511,0.7058,True,1,Login at hour 7:00 deviates 3.5 hours from personal baseline (3.5h avg),0,18,0,0,0
ALERT-WXH0872-20100518,wxh0872,2010-05-18,LOW,0.3784,0.0695,0.6872,True,0,,0,8,4,0,0
ALERT-LBF0214-20110211,lbf0214,2011-02-11,LOW,0.3782,0.2718,0.4847,True,0,,0,4,5,0,0
ALERT-HDS0367-20100623,hds0367,2010-06-23,LOW,0.378,0.0494,0.7066,True,3,"Logged into 3 different machines in one day — possible lateral movement; Visited 9 suspicious URLs (job boards, cloud storage, competitor sites); Login at hour 0:00 deviates 4.4 hours from personal baseline (4.4h avg)",1,4,5,9,0
ALERT-HFB0347-20100430,hfb0347,2010-04-30,LOW,0.378,0.1199,0.6361,True,2,"Visited 5 suspicious URLs (job boards, cloud storage, competitor sites); 48% of session activity occurred outside business hours (baseline: 17%)",0,2,1,5,0
ALERT-BBS0039-20100521,bbs0039,2010-05-21,LOW,0.3779,0.044,0.7118,True,1,Logged into 6 different machines in one day — possible lateral movement,1,0,9,0,0
ALERT-ILH0958-20100318,ilh0958,2010-03-18,LOW,0.3778,0.094,0.6617,True,2,USB/device activity (2 events) is 3.3x above this user's normal (0.6 avg); 52% of session activity occurred outside business hours (baseline: 19%),1,2,1,0,0
ALERT-DLM0051-20101110,dlm0051,2010-11-10,LOW,0.3778,0.066,0.6896,True,1,"Visited 10 suspicious URLs (job boards, cloud storage, competitor sites)",0,16,2,10,0
ALERT-MSS0001-20110224,mss0001,2011-02-24,LOW,0.3777,0.0502,0.7052,True,0,,0,0,3,0,0
ALERT-HRL0540-20101206,hrl0540,2010-12-06,LOW,0.3776,0.0497,0.7055,True,1,"Accessed 1 sensitive file(s) in HR, finance, or executive directories",1,18,1,0,1
ALERT-BAL0044-20110415,bal0044,2011-04-15,LOW,0.3774,0.0428,0.712,True,1,Logged into 5 different machines in one day — possible lateral movement,1,6,3,0,0
ALERT-HRL0540-20110203,hrl0540,2011-02-03,LOW,0.3774,0.1132,0.6415,True,0,,0,18,7,0,0
ALERT-HDH0928-20110117,hdh0928,2011-01-17,LOW,0.3774,0.0802,0.6746,True,1,51% of session activity occurred outside business hours (baseline: 17%),0,2,9,0,0
ALERT-EIS0041-20110124,eis0041,2011-01-24,LOW,0.3774,0.0442,0.7105,True,1,Logged into 4 different machines in one day — possible lateral movement,1,6,7,0,0
ALERT-KWC0004-20100121,kwc0004,2010-01-21,LOW,0.3773,0.0779,0.6767,True,1,"Visited 37 suspicious URLs (job boards, cloud storage, competitor sites)",0,0,8,37,0
ALERT-BJM0111-20101216,bjm0111,2010-12-16,LOW,0.3773,0.0628,0.6917,True,1,Login at hour 1:00 deviates 7.0 hours from personal baseline (8.0h avg),0,20,0,0,0
ALERT-RHO0732-20100614,rho0732,2010-06-14,LOW,0.3773,0.1203,0.6343,True,0,,0,8,4,0,0
ALERT-DFR0218-20100318,dfr0218,2010-03-18,LOW,0.3772,0.059,0.6955,True,1,Logged into 6 different machines in one day — possible lateral movement,1,0,1,0,0
ALERT-KBP0008-20100929,kbp0008,2010-09-29,LOW,0.3772,0.0432,0.7112,True,1,"Visited 29 suspicious URLs (job boards, cloud storage, competitor sites)",0,0,11,29,0
ALERT-BJM0111-20100823,bjm0111,2010-08-23,LOW,0.377,0.0458,0.7082,True,1,"Accessed 1 sensitive file(s) in HR, finance, or executive directories",1,18,2,2,1
ALERT-DLM0051-20100316,dlm0051,2010-03-16,LOW,0.3769,0.0506,0.7032,True,1,"Visited 20 suspicious URLs (job boards, cloud storage, competitor sites)",0,18,5,20,0
ALERT-KCO0122-20110505,kco0122,2011-05-05,LOW,0.3769,0.0929,0.6608,True,1,Login at hour 0:00 deviates 8.2 hours from personal baseline (8.2h avg),0,6,4,2,0
ALERT-HRL0540-20100330,hrl0540,2010-03-30,LOW,0.3768,0.1076,0.6459,True,0,,0,18,1,0,0
ALERT-IBB0359-20110214,ibb0359,2011-02-14,LOW,0.3767,0.074,0.6794,True,1,"Visited 10 suspicious URLs (job boards, cloud storage, competitor sites)",0,20,5,10,0
ALERT-DLM0051-20110414,dlm0051,2011-04-14,LOW,0.3767,0.0463,0.7071,True,1,"Visited 19 suspicious URLs (job boards, cloud storage, competitor sites)",0,18,5,19,0
ALERT-BAJ0654-20100429,baj0654,2010-04-29,LOW,0.3767,0.1269,0.6265,True,2,USB/device activity (4 events) is 6.7x above this user's normal (0.6 avg); 52% of session activity occurred outside business hours (baseline: 30%),1,4,2,0,0
ALERT-HDS0367-20101001,hds0367,2010-10-01,LOW,0.3767,0.0604,0.6931,True,3,"Logged into 3 different machines in one day — possible lateral movement; Visited 16 suspicious URLs (job boards, cloud storage, competitor sites); Login at hour 8:00 deviates 4.0 hours from personal baseline (4.0h avg)",1,6,7,16,0
ALERT-MPM0220-20100514,mpm0220,2010-05-14,LOW,0.3766,0.0445,0.7086,True,0,,0,20,3,0,0
ALERT-DLM0051-20100523,dlm0051,2010-05-23,LOW,0.3765,0.0443,0.7088,True,1,"Visited 9 suspicious URLs (job boards, cloud storage, competitor sites)",0,18,11,9,0
ALERT-DLM0051-20100514,dlm0051,2010-05-14,LOW,0.3765,0.0885,0.6646,True,1,"Visited 8 suspicious URLs (job boards, cloud storage, competitor sites)",0,18,12,8,0
ALERT-HRL0540-20100716,hrl0540,2010-07-16,LOW,0.3765,0.1193,0.6337,True,0,,0,17,8,0,0
ALERT-HTH0007-20100201,hth0007,2010-02-01,LOW,0.3764,0.0818,0.671,True,1,42% of session activity occurred outside business hours (baseline: 16%),0,0,18,0,0
ALERT-DLM0051-20101123,dlm0051,2010-11-23,LOW,0.3764,0.0578,0.695,True,1,"Visited 21 suspicious URLs (job boards, cloud storage, competitor sites)",0,14,6,21,0
ALERT-XWD0923-20100920,xwd0923,2010-09-20,LOW,0.3764,0.1487,0.6041,True,1,"Visited 5 suspicious URLs (job boards, cloud storage, competitor sites)",0,2,0,5,0
ALERT-SAA0999-20101018,saa0999,2010-10-18,LOW,0.3763,0.0509,0.7018,True,1,"Accessed 1 sensitive file(s) in HR, finance, or executive directories",1,18,6,0,1
ALERT-HRL0540-20100428,hrl0540,2010-04-28,LOW,0.3762,0.0964,0.656,True,0,,0,18,2,0,0
ALERT-HDS0367-20110309,hds0367,2011-03-09,LOW,0.3762,0.0455,0.7069,True,2,"Logged into 3 different machines in one day — possible lateral movement; Visited 16 suspicious URLs (job boards, cloud storage, competitor sites)",1,6,6,16,0
ALERT-BBS0039-20100812,bbs0039,2010-08-12,LOW,0.376,0.0608,0.6911,True,2,Logged into 3 different machines in one day — possible lateral movement; Login at hour 7:00 deviates 3.4 hours from personal baseline (3.6h avg),1,4,0,0,0
ALERT-DLM0051-20110303,dlm0051,2011-03-03,LOW,0.376,0.0498,0.7023,True,1,"Visited 13 suspicious URLs (job boards, cloud storage, competitor sites)",0,16,12,13,0
ALERT-DLM0051-20100617,dlm0051,2010-06-17,LOW,0.376,0.07,0.682,True,1,"Visited 11 suspicious URLs (job boards, cloud storage, competitor sites)",0,16,4,11,0
ALERT-HDS0367-20110429,hds0367,2011-04-29,LOW,0.3759,0.0473,0.7045,True,3,"Logged into 3 different machines in one day — possible lateral movement; Visited 10 suspicious URLs (job boards, cloud storage, competitor sites); Login at hour 8:00 deviates 4.7 hours from personal baseline (3.3h avg)",1,6,3,10,0
ALERT-MPM0220-20100322,mpm0220,2010-03-22,LOW,0.3758,0.049,0.7025,True,1,Login at hour 0:00 deviates 3.5 hours from personal baseline (3.5h avg),0,20,5,0,0
ALERT-BRM0995-20100716,brm0995,2010-07-16,LOW,0.3757,0.1,0.6513,True,0,,0,18,0,0,0
ALERT-DLM0051-20110109,dlm0051,2011-01-09,LOW,0.3757,0.0561,0.6954,True,1,"Visited 14 suspicious URLs (job boards, cloud storage, competitor sites)",0,14,5,14,0
ALERT-HDS0367-20100408,hds0367,2010-04-08,LOW,0.3756,0.0492,0.7021,True,2,"Logged into 3 different machines in one day — possible lateral movement; Visited 20 suspicious URLs (job boards, cloud storage, competitor sites)",1,4,8,20,0
ALERT-IBB0359-20100723,ibb0359,2010-07-23,LOW,0.3755,0.0448,0.7063,True,3,"Logged into 3 different machines in one day — possible lateral movement; Visited 11 suspicious URLs (job boards, cloud storage, competitor sites); Login at hour 8:00 deviates 3.6 hours from personal baseline (4.4h avg)",1,22,5,11,0
ALERT-HRL0540-20101221,hrl0540,2010-12-21,LOW,0.3752,0.0651,0.6854,True,1,42% of session activity occurred outside business hours (baseline: 31%),0,18,2,0,0
ALERT-DLM0051-20110515,dlm0051,2011-05-15,LOW,0.3751,0.0454,0.7049,True,1,"Visited 7 suspicious URLs (job boards, cloud storage, competitor sites)",0,16,16,7,0
ALERT-HDS0367-20100616,hds0367,2010-06-16,LOW,0.3751,0.0528,0.6973,True,2,"Logged into 4 different machines in one day — possible lateral movement; Visited 14 suspicious URLs (job boards, cloud storage, competitor sites)",1,8,9,14,0
ALERT-BSS0369-20100628,bss0369,2010-06-28,LOW,0.375,0.0576,0.6923,True,2,"Visited 8 suspicious URLs (job boards, cloud storage, competitor sites); Login at hour 1:00 deviates 3.3 hours from personal baseline (4.3h avg)",0,20,3,8,0
ALERT-IBB0359-20100419,ibb0359,2010-04-19,LOW,0.375,0.0626,0.6874,True,2,"Logged into 4 different machines in one day — possible lateral movement; Visited 3 suspicious URLs (job boards, cloud storage, competitor sites)",1,24,4,3,0
ALERT-KBP0008-20100628,kbp0008,2010-06-28,LOW,0.3749,0.0447,0.705,True,1,"Visited 27 suspicious URLs (job boards, cloud storage, competitor sites)",0,0,14,27,0
ALERT-AJF0370-20101110,ajf0370,2010-11-10,LOW,0.3748,0.0696,0.68,True,2,"Logged into 3 different machines in one day — possible lateral movement; Visited 12 suspicious URLs (job boards, cloud storage, competitor sites)",1,18,9,12,0
ALERT-JDB0169-20100331,jdb0169,2010-03-31,LOW,0.3747,0.081,0.6685,True,1,"Visited 5 suspicious URLs (job boards, cloud storage, competitor sites)",0,18,11,5,0
ALERT-DLM0051-20110207,dlm0051,2011-02-07,LOW,0.3747,0.0463,0.7031,True,1,"Visited 11 suspicious URLs (job boards, cloud storage, competitor sites)",0,18,10,11,0
ALERT-KKW0879-20100218,kkw0879,2010-02-18,LOW,0.3747,0.0669,0.6825,True,0,,0,18,2,0,0
ALERT-BAL0044-20110404,bal0044,2011-04-04,LOW,0.3746,0.0737,0.6754,True,1,"Visited 10 suspicious URLs (job boards, cloud storage, competitor sites)",0,2,6,10,0
ALERT-TVS0050-20101116,tvs0050,2010-11-16,LOW,0.3746,0.1361,0.613,True,2,"Visited 44 suspicious URLs (job boards, cloud storage, competitor sites); Login at hour 0:00 deviates 6.6 hours from personal baseline (6.6h avg)",0,0,5,44,0
ALERT-EIS0041-20100810,eis0041,2010-08-10,LOW,0.3745,0.1084,0.6406,True,1,Logged into 4 different machines in one day — possible lateral movement,1,6,4,0,0
ALERT-HRL0540-20100414,hrl0540,2010-04-14,LOW,0.3742,0.0538,0.6946,True,0,,0,18,6,0,0
ALERT-BAL0044-20100924,bal0044,2010-09-24,LOW,0.3741,0.0581,0.6901,True,1,Logged into 3 different machines in one day — possible lateral movement,1,4,7,0,0
ALERT-HDS0367-20100119,hds0367,2010-01-19,LOW,0.3741,0.1052,0.6431,True,1,Login at hour 0:00 deviates 3.5 hours from personal baseline (3.5h avg),0,6,9,0,0
ALERT-DFR0218-20101213,dfr0218,2010-12-13,LOW,0.3738,0.09,0.6576,True,2,Logged into 6 different machines in one day — possible lateral movement; Login at hour 7:00 deviates 3.4 hours from personal baseline (3.6h avg),1,0,2,0,0
ALERT-LBH0942-20100708,lbh0942,2010-07-08,LOW,0.3738,0.0692,0.6784,True,1,"Visited 7 suspicious URLs (job boards, cloud storage, competitor sites)",0,18,7,7,0
ALERT-HTH0007-20101007,hth0007,2010-10-07,LOW,0.3737,0.0784,0.669,True,2,"Visited 3 suspicious URLs (job boards, cloud storage, competitor sites); 41% of session activity occurred outside business hours (baseline: 14%)",0,0,18,3,0
ALERT-HRL0540-20110211,hrl0540,2011-02-11,LOW,0.3737,0.0543,0.6931,True,1,41% of session activity occurred outside business hours (baseline: 30%),0,14,7,0,0
ALERT-IBB0359-20110106,ibb0359,2011-01-06,LOW,0.3736,0.053,0.6941,True,2,"Logged into 3 different machines in one day — possible lateral movement; Visited 5 suspicious URLs (job boards, cloud storage, competitor sites)",1,20,2,5,0
ALERT-HFB0347-20100813,hfb0347,2010-08-13,LOW,0.3736,0.0905,0.6567,True,3,"USB/device activity (2 events) is 3.3x above this user's normal (0.6 avg); Accessed 1 sensitive file(s) in HR, finance, or executive directories; Visited 5 suspicious URLs (job boards, cloud storage, competitor sites)",2,2,0,5,1
ALERT-DLM0051-20100902,dlm0051,2010-09-02,LOW,0.3734,0.0438,0.7029,True,1,"Visited 21 suspicious URLs (job boards, cloud storage, competitor sites)",0,16,9,21,0
ALERT-HRL0540-20100520,hrl0540,2010-05-20,LOW,0.3733,0.0741,0.6725,True,0,,0,18,4,0,0
ALERT-LBH0942-20110305,lbh0942,2011-03-05,LOW,0.3733,0.0502,0.6965,True,1,"Visited 11 suspicious URLs (job boards, cloud storage, competitor sites)",0,18,7,11,0
ALERT-QJR0688-20101227,qjr0688,2010-12-27,LOW,0.3733,0.1318,0.6148,True,1,69% of session activity occurred outside business hours (baseline: 12%),0,2,8,0,0
ALERT-BAL0044-20100215,bal0044,2010-02-15,LOW,0.3733,0.0666,0.68,True,1,Logged into 4 different machines in one day — possible lateral movement,1,6,1,0,0
ALERT-ATP0662-20101118,atp0662,2010-11-18,LOW,0.3732,0.0459,0.7005,True,2,"Visited 10 suspicious URLs (job boards, cloud storage, competitor sites); Login at hour 2:00 deviates 5.2 hours from personal baseline (7.2h avg)",0,0,11,10,0
ALERT-CHM0821-20101221,chm0821,2010-12-21,LOW,0.3731,0.0469,0.6993,True,3,USB/device activity (6 events) is 3.3x above this user's normal (1.8 avg); 41% of session activity occurred outside business hours (baseline: 25%); Login at hour 0:00 deviates 7.8 hours from personal baseline (7.8h avg),1,6,0,0,0
ALERT-EIS0041-20100512,eis0041,2010-05-12,LOW,0.373,0.0649,0.6811,True,2,"Accessed 1 sensitive file(s) in HR, finance, or executive directories; Visited 4 suspicious URLs (job boards, cloud storage, competitor sites)",1,4,7,4,1
ALERT-IBB0359-20100215,ibb0359,2010-02-15,LOW,0.373,0.0682,0.6777,True,2,Logged into 4 different machines in one day — possible lateral movement; Login at hour 8:00 deviates 4.9 hours from personal baseline (3.1h avg),1,24,10,0,0
ALERT-WIF0691-20110304,wif0691,2011-03-04,LOW,0.373,0.058,0.688,True,1,"Accessed 1 sensitive file(s) in HR, finance, or executive directories",1,12,3,1,1
ALERT-BSS0369-20100625,bss0369,2010-06-25,LOW,0.373,0.0744,0.6716,True,2,Logged into 3 different machines in one day — possible lateral movement; Login at hour 8:00 deviates 3.6 hours from personal baseline (4.4h avg),1,18,8,0,0
ALERT-DLM0051-20101227,dlm0051,2010-12-27,LOW,0.3729,0.0451,0.7007,True,1,"Visited 30 suspicious URLs (job boards, cloud storage, competitor sites)",0,16,4,30,0
ALERT-DLM0051-20110501,dlm0051,2011-05-01,LOW,0.3727,0.0493,0.6961,True,1,"Visited 11 suspicious URLs (job boards, cloud storage, competitor sites)",0,18,9,11,0
ALERT-AJF0370-20100818,ajf0370,2010-08-18,LOW,0.3727,0.0511,0.6943,True,2,"Visited 19 suspicious URLs (job boards, cloud storage, competitor sites); Login at hour 8:00 deviates 4.4 hours from personal baseline (3.6h avg)",0,18,4,19,0
ALERT-DFR0218-20100416,dfr0218,2010-04-16,LOW,0.3727,0.064,0.6814,True,1,Logged into 6 different machines in one day — possible lateral movement,1,0,2,0,0
ALERT-DIW0118-20100804,diw0118,2010-08-04,LOW,0.3725,0.0821,0.6629,True,1,"Visited 18 suspicious URLs (job boards, cloud storage, competitor sites)",0,6,3,18,0
ALERT-BAH0875-20110405,bah0875,2011-04-05,LOW,0.3724,0.0544,0.6905,True,1,Login at hour 0:00 deviates 6.2 hours from personal baseline (6.2h avg),0,0,5,0,0
ALERT-DMK0257-20100929,dmk0257,2010-09-29,LOW,0.3723,0.1121,0.6326,True,1,57% of session activity occurred outside business hours (baseline: 8%),0,6,9,0,0
ALERT-BRM0995-20100324,brm0995,2010-03-24,LOW,0.3722,0.1462,0.5983,True,0,,0,18,4,0,0
ALERT-DLM0051-20100418,dlm0051,2010-04-18,LOW,0.3721,0.0436,0.7005,True,1,"Accessed 1 sensitive file(s) in HR, finance, or executive directories",1,16,4,1,1
ALERT-IRM0931-20100319,irm0931,2010-03-19,LOW,0.3721,0.1088,0.6354,True,1,Login at hour 0:00 deviates 6.4 hours from personal baseline (6.4h avg),0,4,6,0,0
ALERT-HRL0540-20100804,hrl0540,2010-08-04,LOW,0.372,0.0846,0.6595,True,0,,0,18,5,0,0
ALERT-DMK0257-20101019,dmk0257,2010-10-19,LOW,0.372,0.0593,0.6848,True,2,44% of session activity occurred outside business hours (baseline: 11%); Login at hour 3:00 deviates 3.2 hours from personal baseline (6.2h avg),0,4,3,0,0
ALERT-DLM0051-20110218,dlm0051,2011-02-18,LOW,0.372,0.0438,0.7002,True,1,"Visited 17 suspicious URLs (job boards, cloud storage, competitor sites)",0,18,11,17,0
ALERT-EIS0041-20100818,eis0041,2010-08-18,LOW,0.3719,0.0565,0.6873,True,1,Logged into 4 different machines in one day — possible lateral movement,1,4,8,2,0
ALERT-JDC0030-20101002,jdc0030,2010-10-02,LOW,0.3719,0.0725,0.6713,True,1,USB/device activity (4 events) is 4.0x above this user's normal (1.0 avg),1,4,5,0,0
ALERT-BSS0369-20100708,bss0369,2010-07-08,LOW,0.3719,0.0845,0.6594,True,2,"Visited 11 suspicious URLs (job boards, cloud storage, competitor sites); Login at hour 8:00 deviates 3.9 hours from personal baseline (4.1h avg)",0,20,2,11,0
ALERT-HRL0540-20100818,hrl0540,2010-08-18,LOW,0.3719,0.0983,0.6455,True,0,,0,16,5,0,0
ALERT-BAL0044-20100603,bal0044,2010-06-03,LOW,0.3719,0.075,0.6688,True,1,Logged into 4 different machines in one day — possible lateral movement,1,6,8,0,0
ALERT-MOS0047-20100415,mos0047,2010-04-15,LOW,0.3718,0.064,0.6796,True,1,Logged into 4 different machines in one day — possible lateral movement,1,6,8,0,0
ALERT-HRL0540-20100128,hrl0540,2010-01-28,LOW,0.3717,0.0833,0.6601,True,1,44% of session activity occurred outside business hours (baseline: 29%),0,18,2,0,0
ALERT-BRM0995-20100113,brm0995,2010-01-13,LOW,0.3717,0.092,0.6514,True,0,,0,18,4,0,0
ALERT-BSS0369-20100519,bss0369,2010-05-19,LOW,0.3716,0.0692,0.674,True,3,"Logged into 3 different machines in one day — possible lateral movement; Visited 7 suspicious URLs (job boards, cloud storage, competitor sites); Login at hour 8:00 deviates 3.2 hours from personal baseline (4.8h avg)",1,20,1,7,0
ALERT-BRM0995-20100621,brm0995,2010-06-21,LOW,0.3715,0.0797,0.6632,True,0,,0,16,7,0,0
ALERT-SAA0999-20100513,saa0999,2010-05-13,LOW,0.3715,0.0617,0.6812,True,0,,0,18,5,1,0
ALERT-KCO0122-20100908,kco0122,2010-09-08,LOW,0.3715,0.1165,0.6265,True,1,Login at hour 1:00 deviates 7.0 hours from personal baseline (8.0h avg),0,4,8,2,0
